
Steps;Average Reward
2.6868858644240174;-2.207491323340698
2.7197217832555944;-2.242556216533997
2.732899895559359;-2.1607491323340698
2.74596864593529;-2.180972038714662
2.7590647367931798;-2.2336391521212773
2.7984350308127226;-2.2228312776973519
2.824709233974376;-2.222556216533997
2.8444764024300215;-2.1707491323340698
2.8575451528059537;-2.190972038714662
2.8640795279939186;-2.2536391521212773
2.8903537311555727;-2.2228312776973519
2.916627934317226;-2.2352556216533997
2.9363404218089557;-2.207491323340698
2.9691490001585747;-2.242556216533997
2.98877946620443;-2.1607491323340698
3.0085466346600755;-2.180972038714662
3.0348208378217287;-2.2336391521212773
3.0544786443495417;-2.2228312776973519
3.080643485583364;-2.222556216533997
3.093848938369085;-2.1707491323340698
3.126739538164578;-2.190972038714662
3.139835629022468;-2.2536391521212773
3.1528770389164418;-2.2228312776973519
3.165973129774331;-2.2352556216533997
3.192247332935984;-2.207491323340698
3.205425445239748;-2.242556216533997
3.225083251767562;-2.1607491323340698
3.2381246616615353;-2.180972038714662
3.264344183859272;-2.2336391521212773
3.297234783654766;-2.2228312776973519
3.3169746116284533;-2.222556216533997
3.3301527239322173;-2.1707491323340698
3.369550358433718;-2.190972038714662
3.389317526889363;-2.2536391521212773
3.4155097086051422;-2.2228312776973519
3.435222196096873;-2.2352556216533997
3.474592490116416;-2.207491323340698
3.4942776371261863;-2.242556216533997
3.5204424783600072;-2.1607491323340698
3.546552638629913;-2.180972038714662
3.5533330781555006;-2.2336391521212773
3.5927033721750443;-2.2228312776973519
3.6189502348547395;-2.222556216533997
3.638635381864511;-2.1707491323340698
3.664882244544206;-2.190972038714662
3.6844853701081033;-2.2536391521212773
3.7042798790457065;-2.2228312776973519
3.743677513547208;-2.2352556216533997
3.7700063976727773;-2.207491323340698
3.7896095232366753;-2.242556216533997
3.8158017049524546;-2.1607491323340698
3.861761055123879;-2.180972038714662
3.8684321327216353;-2.2336391521212773
3.8881172797314068;-2.2228312776973519
3.901213370589296;-2.222556216533997
3.9142547804832692;-2.1707491323340698
3.9405289836449238;-2.190972038714662
3.979871937182508;-2.2536391521212773
3.9995570841922787;-2.2228312776973519
4.032420343505816;-2.2352556216533997
4.058694546667468;-2.207491323340698
4.0653109433013075;-2.242556216533997
4.091557805981003;-2.1607491323340698
4.111242952990775;-2.180972038714662
4.130982780964462;-2.2336391521212773
4.144051531340393;-2.2228312776973519
4.170298394020088;-2.222556216533997
4.203106972369708;-2.1707491323340698
4.242477266389251;-2.190972038714662
4.262135072917065;-2.2536391521212773
4.288327254632845;-2.2228312776973519
4.321108492500505;-2.2352556216533997
4.353917070850125;-2.207491323340698
4.3867529896817015;-2.242556216533997
4.419588908513278;-2.1607491323340698
4.465493577720787;-2.180972038714662
4.491685759436566;-2.2336391521212773
4.517959962598221;-2.2228312776973519
4.5507958814297975;-2.222556216533997
4.596727891119263;-2.1707491323340698
4.6361255256207645;-2.190972038714662
4.6622903668545845;-2.2536391521212773
4.6950989452042045;-2.2228312776973519
4.714784092213977;-2.2352556216533997
4.75415438623352;-2.207491323340698
4.780401248913215;-2.242556216533997
4.813209827262833;-2.1607491323340698
4.846018405612453;-2.180972038714662
4.865812914550057;-2.2336391521212773
4.885470721077869;-2.2228312776973519
4.911635562311691;-2.222556216533997
4.924731653169582;-2.1707491323340698
4.9575675720011585;-2.190972038714662
4.983951137090644;-2.2536391521212773
5.0035816031364995;-2.2228312776973519
5.010061297360549;-2.2352556216533997
5.023184728700397;-2.207491323340698
5.042951897156042;-2.242556216533997
5.075705794541745;-2.1607491323340698
5.088829225881593;-2.180972038714662
5.115076088561288;-2.2336391521212773
5.1347338950891;-2.2228312776973519
5.180693245260526;-2.222556216533997
5.2003510517883385;-2.1707491323340698
5.220036198798111;-2.190972038714662
5.233132289656002;-2.2536391521212773
5.26594086800562;-2.2228312776973519
5.298776786837198;-2.2352556216533997
5.32505098999885;-2.207491323340698
5.3381744213386995;-2.242556216533997
5.4381744213386995;-2.242556216533997
5.4581744213386995;-2.242556216533997
5.4981744213386995;-2.242556216533997
5.531744213386995;-2.242556216533997
5.570693245260526;-2.1607491323340698
5.5903510517883385;-2.180972038714662
5.620036198798111;-2.2336391521212773
5.633132289656002;-2.2228312776973519
5.66594086800562;-2.222556216533997
5.698776786837198;-2.1707491323340698
5.72505098999885;-2.190972038714662
5.7581744213386995;-2.2536391521212773
5.815076088561288;-2.2228312776973519
5.8347338950891;-2.2352556216533997
5.8693245260526;-2.207491323340698
5.9003510517883385;-2.242556216533997
5.920036198798111;-2.1607491323340698
5.953132289656002;-2.180972038714662
5.96594086800562;-2.2336391521212773
5.998776786837198;-2.2228312776973519
6.02505098999885;-2.222556216533997
6.1381744213386995;-2.1707491323340698
6.180693245260526;-2.190972038714662
6.2003510517883385;-2.2536391521212773
6.220036198798111;-2.2228312776973519
6.263132289656002;-2.2352556216533997
6.29594086800562;-2.207491323340698
6.348776786837198;-2.242556216533997
6.38505098999885;-2.1607491323340698
6.415076088561288;-2.180972038714662
6.455076088561288;-2.2336391521212773
6.495076088561288;-2.2228312776973519
6.5347338950891;-2.222556216533997
6.570693245260526;-2.1707491323340698
6.5903510517883385;-2.190972038714662
6.620036198798111;-2.2536391521212773
6.633132289656002;-2.2228312776973519
6.66594086800562;-2.2352556216533997
6.698776786837198;-2.207491323340698
6.72505098999885;-2.242556216533997
6.7581744213386995;-2.1607491323340698
6.815076088561288;-2.180972038714662
6.8347338950891;-2.2336391521212773
6.8693245260526;-2.2228312776973519
6.9003510517883385;-2.222556216533997
6.920036198798111;-2.1707491323340698
6.953132289656002;-2.190972038714662
6.96594086800562;-2.2536391521212773
6.998776786837198;-2.2228312776973519
7.02505098999885;-2.2352556216533997
7.1381744213386995;-2.207491323340698
